Club Name,Course Name,Website
thesecretary@helensburghgolfclub.co.uk,Helensburgh Golf Club,https://www.helensburghgolfclub.co.uk
Thornhill Golf Course,Thornhill Golf Course,https://www.thornhillgolfclub.co.uk
Thornton Golf Club,Thornton Golf Club,https://www.thorntongolfclub.co.uk
Thurso Golf Club,Thurso Golf Club,https://thursogolfclub.co.uk
Tillicoultry Golf Club,Tillicoultry Golf Club,https://www.tillicoultrygolfclub.com
Tobermore Golf Centre,Tobermore Golf Centre,https://www.midulstercouncil.org/tobermoregolf
Tobermory Golf Club,Tobermory Golf Club,https://www.tobermorygolfclub.com
Torphins Golf Club,Torphins Golf Club,https://www.torphinsgolfclub.co.uk
Torrance House Golf Club,Torrance House Golf Club,https://torrancehousegc.co.uk
Torrance Park Golf Course (closed),Torrance Park Golf Course (closed),https://www.torranceparkgolf.co.uk
Torwoodlee Golf Course,Torwoodlee Golf Course,https://www.torwoodleegolfclub.co.uk
Traigh Golf Course,Traigh Golf Course,https://www.traighgolf.co.uk
Troon Darley,Troon Darley,https://www.golfsouthayrshire.com/courses/7/troon-darley
Troon Fullarton,Troon Fullarton,https://www.golfsouthayrshire.com/courses/8/troon-fullarton
Troon Lochgreen,Troon Lochgreen,https://www.golfsouthayrshire.com/courses/6/troon-lochgreen
Tulliallan Golf Club,Tulliallan Golf Club,https://www.tulliallangolf.co.uk
Turnberry,Turnberry,https://www.turnberry.co.uk
Turnhouse Golf Club,Turnhouse Golf Club,https://www.turnhousegolfclub.com
Turriff Golf Club,Turriff Golf Club,https://www.turriffgolfclub.com
Tynedale Golf Cub,Tynedale Golf Cub,https://www.tynedalegolfclub.co.uk
Tynemouth Golf Club,Tynemouth Golf Club,http://www.tynemouthgolfclub.co.uk
Tyneside Golf Club,Tyneside Golf Club,https://www.tynesidegolfclub.co.uk
Uig Lodge golf course,Uig Lodge golf course,https://www.uiglodge.co.uk
Ullapool Golf Club,Ullapool Golf Club,https://www.ullapoolgolfclub.co.uk
University of Strathclyde,Ross Priory Club,https://www.strath.ac.uk/rosspriory
Uphall Golf Course,Uphall Golf Course,https://www.uphallgolfclub.com
Vale of Leven Golf Club,Vale of Leven Golf Club,https://www.volgc.org
Vaul Golf Club,Vaul Golf Club,https://vaulgolfclub.co.uk
Wallsend Golf Course Centurion Park,Wallsend Golf Course Centurion Park,http://centurionpark.com
Warkworth Golf Club,Warkworth Golf Club,https://www.warkworthgolfclub.co.uk
Wearside Golf Club,Wearside Golf Club,http://www.wearsidegolfclub.co.uk
Wee Braids Golf Course,Wee Braids Golf Course,https://www.edinburghleisure.co.uk/venues/wee-braids-golf-course
Wee Demon golf course,Wee Demon golf course,https://www.cameronhouse.co.uk/club/golf/the-wee-demon
Wellsgreen,Wee Course,https://www.wellsgreen.co.uk/golf/wee-course
West Linton Golf Course,West Linton Golf Course,https://www.wlgc.co.uk
West Lothian Golf Course,West Lothian Golf Course,https://www.westlothiangc.com
West Lothian Leisure,Polkemmet Golf and Driving Range,https://www.westlothianleisure.com/activities/sports/golf
Westerhope Golf Club,Westerhope Golf Club,https://www.westerhopegolfclub.com
Western Gailes Golf Club,Western Gailes Golf Club,https://www.westerngailes.com
Westhill Golf Club,Westhill Golf Club,https://westhillgolf.co.uk
Westray Golf Club,Westray Golf Club,https://westraygolf.org
Whalsay Golf Club,Whalsay Golf Club,https://www.whalsaygolfclub.co.uk
Whickham Golf Club,Whickham Golf Club,https://www.whickhamgolfclub.co.uk/Intro.aspx
Whitburn Golf Club,Whitburn Golf Club,https://whitburngolfclub.co.uk
Whitecraigs Golf Club,Whitecraigs Golf Club,https://www.whitecraigsgolfclub.net
Whitehaven Golf Club,Whitehaven Golf Club,https://www.whitehavengolfclub.com
Whitehead Golf Club,Whitehead Golf Club,
Whitehill House Golf Course,Whitehill House Golf Course,https://www.whitehillhousegolf.co.uk
Whitemoss Golf Club,Whitemoss Golf Club,
Whiting Bay Golf Club,Whiting Bay Golf Club,https://www.whitingbaygolf.com
Whitley Bay Golf Club,Whitley Bay Golf Club,https://www.whitleybaygolfclub.co.uk
Wick Golf Club,Wick Golf Club,https://www.wickgolfclub.org.uk
Wigtown and Bladnoch Golf Club,Wigtown and Bladnoch Golf Club,https://wigtownbladnoch.cw.sct.dotgolf.co.uk/home
Wigtownshire County Golf Course,Wigtownshire County Golf Course,https://wigtownshirecountygolfclub.com
Williamwood Golf Club,Williamwood Golf Club,https://www.williamwoodgc.co.uk
Wilton Golf Course,Wilton Golf Course,https://www.wiltongolfclub.co.uk
Windyhill Golf Club,Windyhill Golf Club,https://windyhillgolfclub.co.uk
Winterfield Golf Course,Winterfield Golf Course,https://www.enjoyleisure.com/Centre.aspx?comp_id=10
Wishaw Golf Club,Wishaw Golf Club,https://www.wishawgolfclub.com
Woll Golf Course,Woll Golf Course,https://www.wollgolf.co.uk
Woodham Golf & Country Club,Woodham Golf & Country Club,https://woodhamgolfandcountryclub.co.uk
Wooler Golf Club,Wooler Golf Club,http://woolergolfclub.co.uk
Workington Golf Club,Workington Golf Club,https://www.workingtongolfclub.com
Wynyard Golf Club,Wynyard Golf Club,https://www.wynyardgolfclub.co.uk
